Date,Open,High,Low,Close,Volume,Adj Close
2012-07-31,23.370001,23.370001,21.610001,21.709999,56179400,21.709999
2012-07-30,24.00,24.040001,23.030001,23.15,29285900,23.15
2012-07-27,23.190001,24.540001,22.280001,23.709999,123102300,23.709999
2012-07-26,27.75,28.23,26.73,26.85,64597400,26.85
2012-07-25,28.389999,29.49,28.08,29.34,17230200,29.34
2012-07-24,28.82,29.450001,28.10,28.450001,11539800,28.450001
2012-07-23,28.120001,29.00,28.01,28.75,12390700,28.75
2012-07-20,29.00,29.469999,28.719999,28.76,11869100,28.76
2012-07-19,29.41,29.50,28.629999,29.00,13685100,29.00
2012-07-18,28.309999,29.290001,28.15,29.110001,16841800,29.110001
2012-07-17,28.48,28.59,27.15,28.09,30438600,28.09
2012-07-16,30.50,30.50,28.209999,28.25,24672100,28.25
2012-07-13,31.040001,31.07,30.559999,30.719999,8108300,30.719999
2012-07-12,30.700001,31.40,30.60,30.809999,11300700,30.809999
2012-07-11,31.48,31.559999,30.549999,30.969999,13030300,30.969999
2012-07-10,32.43,32.48,31.16,31.469999,14269500,31.469999
2012-07-09,32.099998,32.880001,31.99,32.169998,17785200,32.169998
2012-07-06,31.440001,31.90,31.26,31.73,10945600,31.73
2012-07-05,31.32,31.629999,31.02,31.469999,10032100,31.469999
2012-07-03,30.91,31.440001,30.799999,31.200001,8763600,31.200001
2012-07-02,31.25,31.73,30.549999,30.77,14122000,30.77
2012-06-29,31.92,31.99,30.76,31.10,19526900,31.10
2012-06-28,31.959999,32.189999,30.90,31.360001,17713300,31.360001
2012-06-27,32.459999,32.900002,31.90,32.23,28568000,32.23
2012-06-26,32.689999,33.439999,32.50,33.099998,24858700,33.099998
2012-06-25,32.860001,33.02,31.549999,32.060001,24352900,32.060001
2012-06-22,32.41,33.450001,32.060001,33.049999,74834000,33.049999
2012-06-21,31.67,32.50,31.51,31.84,21875300,31.84
2012-06-20,31.92,31.93,31.15,31.60,15553600,31.60
2012-06-19,31.540001,32.18,30.700001,31.91,30849000,31.91
2012-06-18,29.959999,32.080002,29.41,31.41,42978900,31.41
2012-06-15,28.51,30.10,28.35,30.01,43563800,30.01
2012-06-14,27.65,28.32,27.379999,28.290001,16855000,28.290001
2012-06-13,27.66,28.10,27.10,27.27,17102800,27.27
2012-06-12,27.48,27.77,26.959999,27.40,15816800,27.40
2012-06-11,27.18,28.07,26.84,27.01,28219600,27.01
2012-06-08,26.549999,27.76,26.440001,27.10,38034000,27.10
2012-06-07,27.00,27.35,26.15,26.309999,26159500,26.309999
2012-06-06,26.07,27.17,25.52,26.809999,61489200,26.809999
2012-06-05,26.700001,27.76,25.75,25.870001,42473400,25.870001
2012-06-04,27.200001,27.65,26.440001,26.90,35230300,26.90
2012-06-01,28.889999,29.15,27.389999,27.719999,41855500,27.719999
2012-05-31,28.549999,29.67,26.83,29.60,111639200,29.60
2012-05-30,28.700001,29.549999,27.860001,28.190001,57267900,28.190001
2012-05-29,31.48,31.690001,28.65,28.84,78063400,28.84
2012-05-25,32.900002,32.950001,31.110001,31.91,37149800,31.91
2012-05-24,32.950001,33.209999,31.77,33.029999,50237200,33.029999
2012-05-23,31.370001,32.50,31.360001,32.00,73600000,32.00
2012-05-22,32.610001,33.59,30.940001,31.00,101786600,31.00
2012-05-21,36.529999,36.66,33.00,34.029999,168192700,34.029999
2012-05-18,42.049999,45.00,38.00,38.23,573576400,38.23
