Date,Open,High,Low,Close,Volume,Adj Close
2013-07-31,37.959999,38.310001,36.330002,36.799999,154828700,36.799999
2013-07-30,35.650002,37.959999,35.32,37.630001,173582800,37.630001
2013-07-29,34.07,35.630001,34.009998,35.43,124718800,35.43
2013-07-26,33.77,34.73,33.560001,34.009998,136028900,34.009998
2013-07-25,33.540001,34.880001,32.75,34.360001,365457900,34.360001
2013-07-24,26.32,26.530001,26.049999,26.51,82635600,26.51
2013-07-23,26.10,26.299999,25.969999,26.129999,28221600,26.129999
2013-07-22,25.99,26.129999,25.719999,26.049999,27526300,26.049999
2013-07-19,25.82,26.110001,25.60,25.879999,46539700,25.879999
2013-07-18,26.75,26.77,26.120001,26.18,24806900,26.18
2013-07-17,26.370001,26.780001,26.299999,26.65,21518500,26.65
2013-07-16,26.389999,26.75,26.01,26.32,30817600,26.32
2013-07-15,25.93,26.43,25.65,26.280001,24234000,26.280001
2013-07-12,25.74,25.93,25.549999,25.91,16537900,25.91
2013-07-11,25.959999,26.00,25.450001,25.809999,26777400,25.809999
2013-07-10,25.58,25.83,25.469999,25.799999,26721800,25.799999
2013-07-09,25.07,25.49,25.030001,25.48,30387900,25.48
2013-07-08,24.469999,25.040001,24.42,24.709999,27064600,24.709999
2013-07-05,24.65,24.66,24.200001,24.370001,20229500,24.370001
2013-07-03,24.219999,24.709999,24.15,24.52,10404400,24.52
2013-07-02,24.700001,24.77,24.299999,24.41,18394100,24.41
2013-07-01,24.969999,25.059999,24.620001,24.809999,20582200,24.809999
2013-06-28,24.68,24.98,24.42,24.879999,96778900,24.879999
2013-06-27,24.24,24.84,24.209999,24.66,34694100,24.66
2013-06-26,24.51,24.65,23.99,24.16,29890300,24.16
2013-06-25,24.139999,24.43,24.040001,24.25,24713200,24.25
2013-06-24,23.950001,24.110001,23.379999,23.940001,40626000,23.940001
2013-06-21,24.59,24.700001,24.049999,24.530001,45833900,24.530001
2013-06-20,24.280001,24.75,23.65,23.90,42765600,23.90
2013-06-19,24.200001,25.190001,24.10,24.309999,31790600,24.309999
2013-06-18,24.09,24.690001,24.08,24.209999,36709100,24.209999
2013-06-17,23.91,24.25,23.75,24.02,33664500,24.02
2013-06-14,23.559999,23.889999,23.26,23.629999,30677100,23.629999
2013-06-13,23.719999,23.83,23.27,23.73,31189300,23.73
2013-06-12,24.16,24.26,23.58,23.77,26445800,23.77
2013-06-11,24.030001,24.35,24.00,24.030001,29885900,24.030001
2013-06-10,24.059999,24.60,23.99,24.33,58393000,24.33
2013-06-07,23.030001,23.40,22.860001,23.290001,38699200,23.290001
2013-06-06,22.99,23.09,22.67,22.969999,31260700,22.969999
2013-06-05,23.35,23.709999,22.790001,22.90,53819700,22.90
2013-06-04,23.889999,23.93,23.32,23.52,34760800,23.52
2013-06-03,24.27,24.32,23.709999,23.85,35733800,23.85
2013-05-31,24.629999,24.950001,24.27,24.35,35925000,24.35
2013-05-30,24.129999,24.780001,23.93,24.549999,60733200,24.549999
2013-05-29,23.790001,23.809999,23.26,23.32,64237800,23.32
2013-05-28,24.540001,24.540001,23.92,24.10,50079700,24.10
2013-05-24,24.969999,24.969999,24.08,24.309999,58727900,24.309999
2013-05-23,24.799999,25.530001,24.77,25.059999,37663100,25.059999
2013-05-22,25.65,25.85,24.92,25.16,45314500,25.16
2013-05-21,25.870001,26.08,25.59,25.66,26261300,25.66
2013-05-20,26.18,26.190001,25.690001,25.76,42402900,25.76
2013-05-17,26.40,26.60,26.200001,26.25,29462700,26.25
2013-05-16,26.48,26.549999,25.90,26.129999,35499100,26.129999
2013-05-15,26.92,26.99,26.40,26.60,30299800,26.60
2013-05-14,26.889999,27.280001,26.82,27.07,24930300,27.07
2013-05-13,26.60,27.33,26.530001,26.82,29068800,26.82
2013-05-10,27.139999,27.299999,26.57,26.68,30847100,26.68
2013-05-09,27.08,27.549999,26.85,27.040001,33457200,27.040001
2013-05-08,26.879999,27.299999,26.65,27.120001,34654900,27.120001
2013-05-07,27.549999,27.85,26.85,26.889999,41259100,26.889999
2013-05-06,28.33,28.459999,27.48,27.57,43939400,27.57
2013-05-03,29.040001,29.07,28.15,28.309999,58506400,28.309999
2013-05-02,28.01,29.02,27.98,28.969999,104257000,28.969999
2013-05-01,27.85,27.92,27.309999,27.43,64567600,27.43
2013-04-30,27.129999,27.85,27.01,27.77,36245700,27.77
2013-04-29,27.16,27.41,26.860001,26.98,29201100,26.98
2013-04-26,26.60,27.620001,26.60,26.85,33018000,26.85
2013-04-25,26.07,26.40,26.00,26.139999,17150000,26.139999
2013-04-24,25.93,26.40,25.799999,26.110001,19729900,26.110001
2013-04-23,26.219999,26.33,25.77,25.98,25191500,25.98
2013-04-22,25.809999,26.360001,25.700001,25.969999,25687600,25.969999
2013-04-19,25.620001,25.959999,25.33,25.73,20380900,25.73
2013-04-18,26.82,26.82,25.15,25.690001,39059000,25.690001
2013-04-17,26.65,27.200001,26.389999,26.629999,26440600,26.629999
2013-04-16,26.809999,27.110001,26.40,26.92,27365900,26.92
2013-04-15,27.16,27.48,26.360001,26.52,30275400,26.52
2013-04-12,28.00,28.00,27.24,27.40,28697400,27.40
2013-04-11,27.48,28.10,27.25,28.02,33368500,28.02
2013-04-10,27.01,27.84,26.90,27.57,45949400,27.57
2013-04-09,26.58,26.889999,26.42,26.59,21311100,26.59
2013-04-08,27.190001,27.200001,26.629999,26.85,27256000,26.85
2013-04-05,26.860001,27.799999,26.610001,27.389999,64566600,27.389999
2013-04-04,26.620001,27.23,26.110001,27.07,82016800,27.07
2013-04-03,25.83,26.389999,25.700001,26.25,48195200,26.25
2013-04-02,25.77,26.120001,25.299999,25.42,35153300,25.42
2013-04-01,25.629999,25.889999,25.280001,25.530001,22249300,25.530001
2013-03-28,26.09,26.17,25.52,25.58,28585700,25.58
2013-03-27,25.00,26.280001,24.719999,26.09,52297400,26.09
2013-03-26,25.08,25.48,25.030001,25.209999,26957200,25.209999
2013-03-25,25.75,25.799999,25.08,25.129999,39199000,25.129999
2013-03-22,25.799999,26.01,25.629999,25.73,18456300,25.73
2013-03-21,25.66,26.110001,25.559999,25.74,24336100,25.74
2013-03-20,26.68,26.690001,25.780001,25.860001,44006500,25.860001
2013-03-19,26.530001,26.90,26.209999,26.549999,25254200,26.549999
2013-03-18,26.370001,26.790001,25.780001,26.49,26653700,26.49
2013-03-15,27.030001,27.059999,26.559999,26.65,31597400,26.65
2013-03-14,27.10,27.43,26.83,27.040001,27646400,27.040001
2013-03-13,27.620001,27.65,26.92,27.08,39619500,27.08
2013-03-12,28.10,28.32,27.60,27.83,27569600,27.83
2013-03-11,28.01,28.639999,27.83,28.139999,35642100,28.139999
2013-03-08,28.43,28.469999,27.73,27.959999,44198900,27.959999
2013-03-07,27.57,28.68,27.469999,28.58,74540200,28.58
2013-03-06,28.10,28.129999,27.35,27.450001,33532600,27.450001
2013-03-05,27.879999,28.18,27.209999,27.52,40622200,27.52
2013-03-04,27.76,28.059999,27.440001,27.719999,32400700,27.719999
2013-03-01,27.049999,28.120001,26.809999,27.780001,54064800,27.780001
2013-02-28,26.84,27.299999,26.34,27.25,83027800,27.25
2013-02-27,27.34,27.34,26.629999,26.870001,44319700,26.870001
2013-02-26,27.360001,27.459999,26.700001,27.389999,31611700,27.389999
2013-02-25,27.16,27.639999,27.15,27.27,34652000,27.27
2013-02-22,27.620001,27.629999,26.82,27.129999,36350200,27.129999
2013-02-21,28.280001,28.549999,27.15,27.280001,49642300,27.280001
2013-02-20,28.92,29.049999,28.33,28.459999,42098200,28.459999
2013-02-19,28.23,29.08,28.120001,28.93,49396400,28.93
2013-02-15,28.52,28.75,28.09,28.32,33109300,28.32
2013-02-14,28.02,28.629999,28.01,28.50,35615800,28.50
2013-02-13,27.360001,28.32,27.309999,27.91,50164000,27.91
2013-02-12,27.67,28.16,27.10,27.370001,93498700,27.370001
2013-02-11,28.610001,28.68,28.040001,28.26,37361800,28.26
2013-02-08,28.889999,29.17,28.51,28.549999,37708800,28.549999
2013-02-07,29.110001,29.15,28.27,28.65,34540100,28.65
2013-02-06,28.74,29.290001,28.66,29.049999,38375900,29.049999
2013-02-05,28.26,28.959999,28.040001,28.639999,47948200,28.639999
2013-02-04,29.059999,29.200001,28.01,28.110001,92362200,28.110001
2013-02-01,31.01,31.02,29.629999,29.73,85856700,29.73
2013-01-31,29.15,31.469999,28.74,30.98,190744900,30.98
2013-01-30,30.98,31.49,30.879999,31.24,87682100,31.24
2013-01-29,32.00,32.07,30.709999,30.790001,72976500,30.790001
2013-01-28,31.879999,32.509998,31.809999,32.470001,59682500,32.470001
2013-01-25,31.41,31.93,31.129999,31.540001,54363600,31.540001
2013-01-24,31.27,31.49,30.809999,31.08,43845100,31.08
2013-01-23,31.10,31.50,30.799999,30.82,48899800,30.82
2013-01-22,29.75,30.889999,29.74,30.73,55243300,30.73
2013-01-18,30.309999,30.440001,29.27,29.66,49631500,29.66
2013-01-17,30.08,30.42,30.030001,30.139999,40256700,30.139999
2013-01-16,30.209999,30.35,29.530001,29.85,75332700,29.85
2013-01-15,30.639999,31.709999,29.879999,30.10,173242600,30.10
2013-01-14,32.080002,32.209999,30.620001,30.950001,98892800,30.950001
2013-01-11,31.280001,31.959999,31.10,31.719999,89598000,31.719999
2013-01-10,30.60,31.450001,30.280001,31.299999,95316400,31.299999
2013-01-09,29.67,30.60,29.49,30.59,104787700,30.59
2013-01-08,29.51,29.60,28.860001,29.059999,45871300,29.059999
2013-01-07,28.690001,29.790001,28.65,29.42,83781800,29.42
2013-01-04,28.01,28.93,27.83,28.76,72715400,28.76
2013-01-03,27.879999,28.469999,27.59,27.77,63140600,27.77
2013-01-02,27.440001,28.18,27.42,28.00,69846400,28.00
2012-12-31,26.200001,26.99,26.110001,26.620001,60374500,26.620001
2012-12-28,25.48,26.110001,25.15,25.91,56574800,25.91
2012-12-27,26.549999,26.799999,25.52,26.049999,43481700,26.049999
2012-12-26,27.030001,27.18,26.379999,26.51,33175400,26.51
2012-12-24,26.50,26.959999,26.200001,26.93,28230100,26.93
2012-12-21,26.66,27.01,26.120001,26.26,54555200,26.26
2012-12-20,27.49,27.60,27.129999,27.360001,35574800,27.360001
2012-12-19,27.83,28.219999,26.950001,27.41,61390300,27.41
2012-12-18,26.959999,27.91,26.90,27.709999,60512900,27.709999
2012-12-17,26.77,27.00,26.32,26.75,57742500,26.75
2012-12-14,28.18,28.33,26.76,26.809999,91631600,26.809999
2012-12-13,27.59,28.75,27.43,28.24,81051600,28.24
2012-12-12,28.00,28.139999,27.370001,27.58,46704200,27.58
2012-12-11,28.07,28.24,27.66,27.98,77099100,27.98
2012-12-10,27.17,28.17,27.10,27.84,50608500,27.84
2012-12-07,27.07,27.780001,26.84,27.49,51751900,27.49
2012-12-06,27.68,27.75,26.82,26.969999,46001500,26.969999
2012-12-05,27.75,27.90,27.26,27.709999,58976300,27.709999
2012-12-04,27.059999,27.76,26.68,27.459999,72869200,27.459999
2012-12-03,28.00,28.879999,26.98,27.040001,123526100,27.040001
2012-11-30,27.26,28.00,26.76,28.00,127049600,28.00
2012-11-29,26.50,27.52,26.16,27.32,88759700,27.32
2012-11-28,25.940001,26.49,25.75,26.360001,49205600,26.360001
2012-11-27,26.040001,26.50,25.459999,26.15,85760600,26.15
2012-11-26,24.940001,26.09,24.809999,25.940001,123865000,25.940001
2012-11-23,24.58,24.68,23.879999,24.00,29520900,24.00
2012-11-21,23.219999,24.530001,23.049999,24.32,89862400,24.32
2012-11-20,22.73,23.90,22.700001,23.10,46655300,23.10
2012-11-19,23.959999,24.120001,22.82,22.92,85021300,22.92
2012-11-16,22.25,23.93,22.18,23.559999,107182200,23.559999
2012-11-15,22.34,22.50,21.65,22.17,78857700,22.17
2012-11-14,20.10,22.50,19.93,22.360001,229751000,22.360001
2012-11-13,19.610001,20.110001,19.559999,19.860001,71775100,19.860001
2012-11-12,19.15,20.17,18.870001,20.07,67349200,20.07
2012-11-09,19.959999,20.00,19.129999,19.209999,42295500,19.209999
2012-11-08,20.52,20.73,19.98,19.99,34254600,19.99
2012-11-07,20.85,20.950001,20.370001,20.469999,33396800,20.469999
2012-11-06,21.24,21.370001,20.99,21.17,29062700,21.17
2012-11-05,21.10,21.48,20.92,21.25,31806700,21.25
2012-11-02,21.26,21.690001,21.07,21.18,38344400,21.18
2012-11-01,21.08,21.440001,21.01,21.209999,37713900,21.209999
2012-10-31,20.82,21.50,20.73,21.110001,99378200,21.110001
2012-10-26,22.40,22.879999,21.879999,21.940001,73175800,21.940001
2012-10-25,23.290001,23.309999,22.469999,22.559999,76142000,22.559999
2012-10-24,24.129999,24.25,22.85,23.23,228949900,23.23
2012-10-23,19.25,19.799999,19.10,19.50,78381200,19.50
2012-10-22,19.200001,19.43,19.049999,19.32,32447300,19.32
2012-10-19,19.00,19.059999,18.799999,19.00,34835000,19.00
2012-10-18,19.700001,19.790001,18.889999,18.98,52157400,18.98
2012-10-17,19.50,20.48,19.370001,19.879999,44074500,19.879999
2012-10-16,19.68,19.690001,19.299999,19.48,21834700,19.48
2012-10-15,19.68,19.879999,19.49,19.52,20189700,19.52
2012-10-12,19.75,19.799999,19.48,19.52,18809400,19.52
2012-10-11,19.879999,19.959999,19.610001,19.75,21817300,19.75
2012-10-10,19.93,19.940001,19.450001,19.639999,39321800,19.639999
2012-10-09,20.389999,20.549999,19.969999,20.23,27161800,20.23
2012-10-08,20.40,20.75,20.16,20.40,32236700,20.40
2012-10-05,21.49,21.629999,20.879999,20.91,40529300,20.91
2012-10-04,22.32,22.40,21.41,21.950001,46892100,21.950001
2012-10-03,22.299999,22.49,21.799999,21.83,32000100,21.83
2012-10-02,22.08,22.49,21.82,22.27,29341400,22.27
2012-10-01,22.08,22.59,21.73,21.99,51262700,21.99
2012-09-28,20.57,21.950001,20.50,21.66,65486000,21.66
2012-09-27,20.99,21.00,20.16,20.32,30215900,20.32
2012-09-26,20.15,20.780001,19.799999,20.620001,38271900,20.620001
2012-09-25,21.200001,21.209999,20.219999,20.280001,46291700,20.280001
2012-09-24,21.780001,21.98,20.360001,20.790001,79106500,20.790001
2012-09-21,22.969999,23.24,22.60,22.860001,51218100,22.860001
2012-09-20,23.02,23.24,22.540001,22.59,57248900,22.59
2012-09-19,21.99,23.370001,21.77,23.290001,78782800,23.290001
2012-09-18,21.60,21.98,21.370001,21.870001,36760500,21.870001
2012-09-17,22.67,22.75,21.50,21.52,50667600,21.52
2012-09-14,21.129999,22.08,20.90,22.00,72819800,22.00
2012-09-13,20.959999,21.48,20.610001,20.709999,65041600,20.709999
2012-09-12,20.76,21.16,20.280001,20.93,121584000,20.93
2012-09-11,18.92,19.58,18.85,19.43,50508200,19.43
2012-09-10,19.059999,19.200001,18.549999,18.809999,24797800,18.809999
2012-09-07,19.10,19.42,18.780001,18.98,36371700,18.98
2012-09-06,18.74,19.26,18.719999,18.959999,46066500,18.959999
2012-09-05,18.27,18.75,18.18,18.58,60781800,18.58
2012-09-04,18.08,18.27,17.549999,17.73,46622400,17.73
2012-08-31,18.68,18.700001,18.030001,18.059999,58764200,18.059999
2012-08-30,19.27,19.450001,19.059999,19.09,30647500,19.09
2012-08-29,19.32,19.379999,19.07,19.10,16124700,19.10
2012-08-28,19.10,19.379999,18.950001,19.34,25417000,19.34
2012-08-27,19.49,19.530001,19.10,19.15,20704000,19.15
2012-08-24,19.52,19.68,19.25,19.41,29622200,19.41
2012-08-23,19.50,19.73,19.360001,19.440001,32813700,19.440001
2012-08-22,19.360001,19.530001,18.959999,19.440001,49892200,19.440001
2012-08-21,19.58,19.98,19.09,19.16,70640600,19.16
2012-08-20,19.049999,20.129999,18.75,20.01,101186600,20.01
2012-08-17,20.01,20.08,19.00,19.049999,129293400,19.049999
2012-08-16,20.440001,20.48,19.690001,19.870001,157565300,19.870001
2012-08-15,20.639999,21.41,20.40,21.200001,47861100,21.200001
2012-08-14,21.41,21.60,20.25,20.379999,39308800,20.379999
2012-08-13,22.15,22.450001,21.40,21.60,24973100,21.60
2012-08-10,21.41,21.82,21.129999,21.809999,25794700,21.809999
2012-08-09,20.75,21.17,20.610001,21.01,15610700,21.01
2012-08-08,20.709999,21.15,20.219999,20.719999,29537400,20.719999
2012-08-07,22.200001,22.450001,20.50,20.719999,36782900,20.719999
2012-08-06,21.389999,22.15,21.299999,21.92,27778900,21.92
2012-08-03,20.360001,22.16,19.90,21.09,80647000,21.09
2012-08-02,20.77,20.84,19.82,20.040001,56374500,20.040001
2012-08-01,21.50,21.58,20.84,20.879999,44604400,20.879999
2012-07-31,23.370001,23.370001,21.610001,21.709999,56179400,21.709999
